id,capital_call_id,commitment_id,investor_id,allocated_amount,currency,status
calo_0207,cca_0019,ccm_0144,per_0066,389360,USD,PAID
calo_0208,cca_0019,ccm_0148,cmp_0010,3869211,USD,PAID
calo_0209,cca_0020,ccm_0004,per_0090,278851,USD,PAID
calo_0210,cca_0020,ccm_0005,per_0044,4143472,USD,DUE
calo_0211,cca_0020,ccm_0010,per_0074,4038271,USD,PAID
calo_0212,cca_0020,ccm_0013,cmp_0034,5241636,USD,PAID
calo_0213,cca_0020,ccm_0044,per_0008,6991733,USD,PAID
calo_0214,cca_0020,ccm_0098,per_0053,2213253,USD,PAID
calo_0215,cca_0020,ccm_0100,cmp_0001,34039494,USD,DUE
calo_0216,cca_0020,ccm_0111,trs_0003,16803507,USD,PAID
calo_0217,cca_0020,ccm_0114,per_0043,116489,USD,PAID
calo_0218,cca_0020,ccm_0125,cmp_0023,151635,USD,PAID
calo_0219,cca_0020,ccm_0131,per_0070,8193507,USD,PAID
calo_0220,cca_0020,ccm_0142,per_0019,414579,USD,PAID
calo_0221,cca_0020,ccm_0144,per_0066,584002,USD,PAID
calo_0222,cca_0020,ccm_0148,cmp_0010,1655028,USD,PAID
calo_0223,cca_0021,ccm_0005,per_0044,16057597,USD,PAID
calo_0224,cca_0021,ccm_0010,per_0074,3798917,USD,PAID
calo_0225,cca_0021,ccm_0013,cmp_0034,6644477,USD,PAID
calo_0226,cca_0021,ccm_0044,per_0008,7072296,USD,DUE
calo_0227,cca_0021,ccm_0106,trs_0005,172628,USD,DUE
calo_0228,cca_0021,ccm_0113,trs_0001,151225,USD,PAID
calo_0229,cca_0021,ccm_0114,per_0043,577403,USD,PAID
calo_0230,cca_0021,ccm_0125,cmp_0023,227513,USD,PAID
calo_0231,cca_0021,ccm_0144,per_0066,187284,USD,PAID
calo_0232,cca_0021,ccm_0148,cmp_0010,5107132,USD,PAID
calo_0233,cca_0022,ccm_0010,per_0074,5277835,USD,PAID
calo_0234,cca_0022,ccm_0044,per_0008,4232470,USD,PAID
calo_0235,cca_0022,ccm_0100,cmp_0001,9415598,USD,PAID
calo_0236,cca_0022,ccm_0106,trs_0005,120896,USD,PAID
calo_0237,cca_0022,ccm_0113,trs_0001,131030,USD,PAID
calo_0238,cca_0022,ccm_0131,per_0070,14909659,USD,LATE
calo_0239,cca_0022,ccm_0138,per_0072,1037277,USD,PAID
calo_0240,cca_0022,ccm_0142,per_0019,1162041,USD,PAID
calo_0241,cca_0022,ccm_0144,per_0066,461433,USD,DUE
calo_0242,cca_0023,ccm_0008,per_0048,1127379,USD,PAID
calo_0243,cca_0023,ccm_0047,per_0067,6053875,USD,LATE
calo_0244,cca_0023,ccm_0053,per_0088,125896,USD,PAID
calo_0245,cca_0023,ccm_0077,cmp_0010,11809213,USD,DUE
calo_0246,cca_0023,ccm_0093,cmp_0006,3816166,USD,DUE
calo_0247,cca_0023,ccm_0107,per_0081,31675578,USD,PAID
calo_0248,cca_0023,ccm_0120,trs_0006,1589744,USD,DUE
calo_0249,cca_0023,ccm_0133,cmp_0007,452668,USD,PAID
calo_0250,cca_0024,ccm_0008,per_0048,3027147,USD,DUE
calo_0251,cca_0024,ccm_0047,per_0067,13548293,USD,DUE
calo_0252,cca_0024,ccm_0053,per_0088,203015,USD,LATE
calo_0253,cca_0024,ccm_0060,cmp_0005,2129572,USD,PAID
calo_0254,cca_0024,ccm_0077,cmp_0010,12615539,USD,DUE
calo_0255,cca_0024,ccm_0093,cmp_0006,11919082,USD,PAID
calo_0256,cca_0024,ccm_0120,trs_0006,408117,USD,PAID
calo_0257,cca_0025,ccm_0047,per_0067,4137912,USD,DUE
calo_0258,cca_0025,ccm_0077,cmp_0010,13091353,USD,PAID
calo_0259,cca_0025,ccm_0119,per_0066,17570807,USD,DUE
calo_0260,cca_0025,ccm_0120,trs_0006,1175215,USD,PAID
calo_0261,cca_0025,ccm_0133,cmp_0007,521459,USD,PAID
calo_0262,cca_0026,ccm_0008,per_0048,1512613,USD,DUE
calo_0263,cca_0026,ccm_0047,per_0067,15617695,USD,PAID
calo_0264,cca_0026,ccm_0060,cmp_0005,6469500,USD,DUE
calo_0265,cca_0026,ccm_0077,cmp_0010,5386348,USD,PAID
calo_0266,cca_0026,ccm_0093,cmp_0006,17339357,USD,PAID
calo_0267,cca_0026,ccm_0107,per_0081,27167894,USD,PAID
calo_0268,cca_0026,ccm_0120,trs_0006,846019,USD,PAID
calo_0269,cca_0027,ccm_0008,per_0048,1471297,USD,PAID
calo_0270,cca_0027,ccm_0047,per_0067,11019274,USD,PAID
calo_0271,cca_0027,ccm_0053,per_0088,102721,USD,PAID
calo_0272,cca_0027,ccm_0060,cmp_0005,2642568,USD,PAID
calo_0273,cca_0027,ccm_0070,per_0033,9626000,USD,DUE
calo_0274,cca_0027,ccm_0093,cmp_0006,7406299,USD,DUE
calo_0275,cca_0027,ccm_0107,per_0081,23023651,USD,DUE
calo_0276,cca_0027,ccm_0120,trs_0006,2013117,USD,PAID
calo_0277,cca_0027,ccm_0133,cmp_0007,165659,USD,PAID
calo_0278,cca_0028,ccm_0008,per_0048,4332928,USD,DUE
calo_0279,cca_0028,ccm_0047,per_0067,16538076,USD,LATE
calo_0280,cca_0028,ccm_0053,per_0088,46946,USD,PAID
calo_0281,cca_0028,ccm_0070,per_0033,8522222,USD,PAID
calo_0282,cca_0028,ccm_0077,cmp_0010,17979299,USD,PAID
calo_0283,cca_0029,ccm_0008,per_0048,1735167,USD,PAID
calo_0284,cca_0029,ccm_0047,per_0067,10160948,USD,PAID
calo_0285,cca_0029,ccm_0053,per_0088,70070,USD,PAID
calo_0286,cca_0029,ccm_0070,per_0033,17116407,USD,DUE
calo_0287,cca_0029,ccm_0077,cmp_0010,6575654,USD,PAID
calo_0288,cca_0029,ccm_0093,cmp_0006,9194463,USD,DUE
calo_0289,cca_0029,ccm_0119,per_0066,4944832,USD,PAID
calo_0290,cca_0029,ccm_0120,trs_0006,2258256,USD,PAID
calo_0291,cca_0029,ccm_0133,cmp_0007,421439,USD,PAID
calo_0292,cca_0030,ccm_0008,per_0048,5314195,USD,PAID
calo_0293,cca_0030,ccm_0053,per_0088,88365,USD,PAID
calo_0294,cca_0030,ccm_0093,cmp_0006,15282220,USD,DUE
calo_0295,cca_0030,ccm_0107,per_0081,33464834,USD,PAID
calo_0296,cca_0030,ccm_0119,per_0066,7962042,USD,PAID
calo_0297,cca_0030,ccm_0120,trs_0006,2103220,USD,PAID
calo_0298,cca_0031,ccm_0016,per_0058,475893,USD,DUE
calo_0299,cca_0031,ccm_0033,per_0010,23039556,USD,PAID
calo_0300,cca_0031,ccm_0055,per_0090,3295040,USD,PAID
calo_0301,cca_0031,ccm_0059,per_0050,16028365,USD,DUE
calo_0302,cca_0031,ccm_0061,cmp_0001,1397186,USD,PAID
calo_0303,cca_0031,ccm_0080,per_0005,11434419,USD,PAID
calo_0304,cca_0031,ccm_0085,per_0079,14531400,USD,PAID
calo_0305,cca_0031,ccm_0091,per_0038,336489,USD,DUE
calo_0306,cca_0031,ccm_0094,cmp_0023,567503,USD,PAID
calo_0307,cca_0031,ccm_0097,per_0084,2174317,USD,PAID
calo_0308,cca_0031,ccm_0112,trs_0004,30629722,USD,PAID
calo_0309,cca_0032,ccm_0033,per_0010,31892841,USD,PAID
calo_0310,cca_0032,ccm_0052,cmp_0037,504721,USD,PAID
calo_0311,cca_0032,ccm_0055,per_0090,2668942,USD,PAID
calo_0312,cca_0032,ccm_0061,cmp_0001,1676492,USD,PAID
calo_0313,cca_0032,ccm_0085,per_0079,9613559,USD,LATE
calo_0314,cca_0032,ccm_0091,per_0038,293487,USD,PAID
calo_0315,cca_0032,ccm_0094,cmp_0023,156023,USD,PAID
calo_0316,cca_0032,ccm_0101,trs_0008,22206997,USD,PAID
calo_0317,cca_0032,ccm_0115,per_0065,1161137,USD,DUE
calo_0318,cca_0032,ccm_0128,per_0078,2197058,USD,PAID
calo_0319,cca_0033,ccm_0014,cmp_0018,222222,USD,DUE
calo_0320,cca_0033,ccm_0016,per_0058,410315,USD,PAID
calo_0321,cca_0033,ccm_0038,per_0059,129627,USD,PAID
calo_0322,cca_0033,ccm_0052,cmp_0037,378754,USD,LATE
calo_0323,cca_0033,ccm_0055,per_0090,5156573,USD,PAID
calo_0324,cca_0033,ccm_0091,per_0038,461560,USD,PAID
calo_0325,cca_0033,ccm_0094,cmp_0023,341032,USD,DUE
calo_0326,cca_0033,ccm_0101,trs_0008,15155526,USD,PAID
calo_0327,cca_0033,ccm_0112,trs_0004,28819959,USD,PAID
calo_0328,cca_0033,ccm_0115,per_0065,986239,USD,DUE
calo_0329,cca_0033,ccm_0137,trs_0005,2959665,USD,DUE
calo_0330,cca_0034,ccm_0014,cmp_0018,559134,USD,PAID
calo_0331,cca_0034,ccm_0016,per_0058,580369,USD,PAID
calo_0332,cca_0034,ccm_0038,per_0059,390132,USD,PAID
calo_0333,cca_0034,ccm_0052,cmp_0037,467312,USD,PAID
calo_0334,cca_0034,ccm_0054,per_0016,2395804,USD,PAID
calo_0335,cca_0034,ccm_0059,per_0050,16637753,USD,LATE
calo_0336,cca_0034,ccm_0061,cmp_0001,1350123,USD,PAID
calo_0337,cca_0034,ccm_0094,cmp_0023,587044,USD,PAID
calo_0338,cca_0034,ccm_0097,per_0084,1736733,USD,PAID
calo_0339,cca_0034,ccm_0128,per_0078,1700793,USD,PAID
calo_0340,cca_0034,ccm_0137,trs_0005,4665154,USD,PAID
calo_0341,cca_0035,ccm_0016,per_0058,357852,USD,PAID
calo_0342,cca_0035,ccm_0033,per_0010,25034763,USD,DUE
calo_0343,cca_0035,ccm_0038,per_0059,148932,USD,PAID
calo_0344,cca_0035,ccm_0052,cmp_0037,551448,USD,LATE
calo_0345,cca_0035,ccm_0055,per_0090,4836395,USD,PAID
calo_0346,cca_0035,ccm_0080,per_0005,10119058,USD,DUE
calo_0347,cca_0035,ccm_0094,cmp_0023,520880,USD,PAID
calo_0348,cca_0035,ccm_0097,per_0084,1084137,USD,PAID
calo_0349,cca_0035,ccm_0101,trs_0008,14050215,USD,PAID
calo_0350,cca_0035,ccm_0115,per_0065,947053,USD,DUE
calo_0351,cca_0035,ccm_0128,per_0078,531901,USD,PAID
calo_0352,cca_0035,ccm_0137,trs_0005,2150628,USD,PAID
calo_0353,cca_0036,ccm_0001,per_0047,13392554,USD,PAID
calo_0354,cca_0036,ccm_0015,per_0005,14255781,USD,PAID
calo_0355,cca_0036,ccm_0017,per_0006,418354,USD,LATE
calo_0356,cca_0036,ccm_0020,per_0017,265171,USD,PAID
calo_0357,cca_0036,ccm_0073,per_0008,3466492,USD,PAID
calo_0358,cca_0036,ccm_0076,per_0022,14158574,USD,PAID
calo_0359,cca_0036,ccm_0087,per_0084,11833830,USD,LATE
calo_0360,cca_0036,ccm_0096,per_0085,259688,USD,PAID
calo_0361,cca_0036,ccm_0109,cmp_0016,21898411,USD,PAID
calo_0362,cca_0036,ccm_0121,cmp_0012,11518465,USD,LATE
calo_0363,cca_0036,ccm_0130,per_0081,338145,USD,PAID
calo_0364,cca_0036,ccm_0145,per_0058,1386274,USD,PAID
calo_0365,cca_0037,ccm_0001,per_0047,10454389,USD,PAID
calo_0366,cca_0037,ccm_0020,per_0017,273239,USD,DUE
calo_0367,cca_0037,ccm_0043,per_0018,82011,USD,PAID
calo_0368,cca_0037,ccm_0073,per_0008,12401583,USD,PAID
calo_0369,cca_0037,ccm_0076,per_0022,15064137,USD,DUE
calo_0370,cca_0037,ccm_0079,cmp_0023,22417557,USD,PAID
calo_0371,cca_0037,ccm_0096,per_0085,495794,USD,LATE
calo_0372,cca_0037,ccm_0103,per_0030,14522098,USD,DUE
calo_0373,cca_0037,ccm_0109,cmp_0016,25598669,USD,PAID
calo_0374,cca_0037,ccm_0118,per_0026,12242579,USD,DUE
calo_0375,cca_0038,ccm_0015,per_0005,33972718,USD,PAID
calo_0376,cca_0038,ccm_0035,per_0028,10230238,USD,LATE
calo_0377,cca_0038,ccm_0040,trs_0006,24526030,USD,PAID
calo_0378,cca_0038,ccm_0076,per_0022,15804058,USD,LATE
calo_0379,cca_0038,ccm_0087,per_0084,11276490,USD,PAID
calo_0380,cca_0038,ccm_0110,per_0078,8519972,USD,PAID
calo_0381,cca_0038,ccm_0118,per_0026,12305627,USD,PAID
calo_0382,cca_0038,ccm_0121,cmp_0012,7738461,USD,PAID
calo_0383,cca_0038,ccm_0130,per_0081,140181,USD,LATE
calo_0384,cca_0038,ccm_0134,per_0019,8206515,USD,PAID
calo_0385,cca_0038,ccm_0145,per_0058,1592591,USD,PAID
calo_0386,cca_0039,ccm_0003,per_0033,570145,USD,PAID
calo_0387,cca_0039,ccm_0015,per_0005,6809948,USD,DUE
calo_0388,cca_0039,ccm_0017,per_0006,618818,USD,PAID
calo_0389,cca_0039,ccm_0020,per_0017,453697,USD,DUE
calo_0390,cca_0039,ccm_0040,trs_0006,33894435,USD,DUE
calo_0391,cca_0039,ccm_0076,per_0022,14950185,USD,DUE
calo_0392,cca_0039,ccm_0087,per_0084,11059608,USD,DUE
calo_0393,cca_0039,ccm_0096,per_0085,212362,USD,PAID
calo_0394,cca_0039,ccm_0103,per_0030,13108681,USD,PAID
calo_0395,cca_0039,ccm_0121,cmp_0012,4446834,USD,DUE
