id,doc_type,entity_id,entity_type,file_name,uploaded_date,verified,verification_status
doc_0031,ADDRESS_PROOF,trs_0002,TRUST,trs_0002_ADDRESS_PROOF_5.pdf,2024-11-18,1,VERIFIED
doc_0032,KYC_FORM,per_0048,PERSON,per_0048_KYC_FORM_197.pdf,2026-03-21,1,VERIFIED
doc_0033,TRUST_DEED,cmp_0006,COMPANY,cmp_0006_TRUST_DEED_593.pdf,2023-03-06,1,VERIFIED
doc_0034,TRUST_DEED,cmp_0021,COMPANY,cmp_0021_TRUST_DEED_711.pdf,2025-02-02,1,PENDING
doc_0035,PAN,per_0028,PERSON,per_0028_PAN_215.pdf,2022-09-16,1,VERIFIED
doc_0036,KYC_FORM,cmp_0038,COMPANY,cmp_0038_KYC_FORM_840.pdf,2023-11-28,1,VERIFIED
doc_0037,PAN,per_0016,PERSON,per_0016_PAN_368.pdf,2023-02-12,1,VERIFIED
doc_0038,ADDRESS_PROOF,trs_0004,TRUST,trs_0004_ADDRESS_PROOF_814.pdf,2023-04-02,1,VERIFIED
doc_0039,PASSPORT,per_0038,PERSON,per_0038_PASSPORT_823.pdf,2025-12-02,1,VERIFIED
doc_0040,KYC_FORM,per_0055,PERSON,per_0055_KYC_FORM_72.pdf,2024-10-07,1,VERIFIED
doc_0041,TIN,per_0037,PERSON,per_0037_TIN_658.pdf,2026-06-13,1,PENDING
doc_0042,ADDRESS_PROOF,cmp_0023,COMPANY,cmp_0023_ADDRESS_PROOF_252.pdf,2026-05-09,1,VERIFIED
doc_0043,CERTIFICATE_OF_INCORPORATION,cmp_0022,COMPANY,cmp_0022_CERTIFICATE_OF_INCORPORATION_390.pdf,2026-07-27,1,VERIFIED
doc_0044,TRUST_DEED,per_0048,PERSON,per_0048_TRUST_DEED_194.pdf,2025-08-28,1,VERIFIED
doc_0045,KYC_FORM,cmp_0001,COMPANY,cmp_0001_KYC_FORM_170.pdf,2024-04-30,1,VERIFIED
doc_0046,ADDRESS_PROOF,per_0031,PERSON,per_0031_ADDRESS_PROOF_349.pdf,2025-09-14,1,VERIFIED
doc_0047,TIN,trs_0004,TRUST,trs_0004_TIN_85.pdf,2026-03-30,0,VERIFIED
doc_0048,PAN,per_0057,PERSON,per_0057_PAN_979.pdf,2026-01-29,0,VERIFIED
doc_0049,PASSPORT,per_0040,PERSON,per_0040_PASSPORT_2.pdf,2022-11-30,1,VERIFIED
doc_0050,TIN,per_0045,PERSON,per_0045_TIN_476.pdf,2023-07-16,1,FAILED
doc_0051,CERTIFICATE_OF_INCORPORATION,per_0002,PERSON,per_0002_CERTIFICATE_OF_INCORPORATION_580.pdf,2024-12-19,0,VERIFIED
doc_0052,CERTIFICATE_OF_INCORPORATION,per_0054,PERSON,per_0054_CERTIFICATE_OF_INCORPORATION_219.pdf,2023-12-18,1,VERIFIED
doc_0053,ADDRESS_PROOF,per_0010,PERSON,per_0010_ADDRESS_PROOF_766.pdf,2023-11-29,1,VERIFIED
doc_0054,TRUST_DEED,per_0002,PERSON,per_0002_TRUST_DEED_657.pdf,2024-03-09,1,VERIFIED
doc_0055,ADDRESS_PROOF,per_0049,PERSON,per_0049_ADDRESS_PROOF_918.pdf,2024-11-14,1,VERIFIED
doc_0056,BOARD_RESOLUTION,per_0046,PERSON,per_0046_BOARD_RESOLUTION_913.pdf,2024-12-03,1,VERIFIED
doc_0057,BOARD_RESOLUTION,cmp_0030,COMPANY,cmp_0030_BOARD_RESOLUTION_135.pdf,2023-06-15,0,VERIFIED
doc_0058,TRUST_DEED,cmp_0021,COMPANY,cmp_0021_TRUST_DEED_696.pdf,2024-09-29,1,VERIFIED
doc_0059,TRUST_DEED,cmp_0001,COMPANY,cmp_0001_TRUST_DEED_53.pdf,2026-01-16,1,VERIFIED
doc_0060,PASSPORT,per_0059,PERSON,per_0059_PASSPORT_69.pdf,2022-12-21,1,VERIFIED
doc_0061,TRUST_DEED,per_0009,PERSON,per_0009_TRUST_DEED_370.pdf,2023-12-12,0,VERIFIED
doc_0062,PASSPORT,cmp_0001,COMPANY,cmp_0001_PASSPORT_927.pdf,2025-08-11,1,VERIFIED
doc_0063,TIN,cmp_0014,COMPANY,cmp_0014_TIN_124.pdf,2025-12-01,1,VERIFIED
doc_0064,TRUST_DEED,per_0059,PERSON,per_0059_TRUST_DEED_119.pdf,2025-10-11,1,VERIFIED
doc_0065,TRUST_DEED,per_0049,PERSON,per_0049_TRUST_DEED_7.pdf,2025-03-23,1,VERIFIED
doc_0066,BOARD_RESOLUTION,per_0047,PERSON,per_0047_BOARD_RESOLUTION_162.pdf,2025-04-17,1,VERIFIED
doc_0067,KYC_FORM,per_0045,PERSON,per_0045_KYC_FORM_377.pdf,2024-07-27,1,VERIFIED
doc_0068,KYC_FORM,cmp_0014,COMPANY,cmp_0014_KYC_FORM_106.pdf,2024-12-24,1,VERIFIED
doc_0069,ADDRESS_PROOF,trs_0004,TRUST,trs_0004_ADDRESS_PROOF_598.pdf,2022-09-27,0,PENDING
doc_0070,ADDRESS_PROOF,cmp_0025,COMPANY,cmp_0025_ADDRESS_PROOF_36.pdf,2024-10-31,0,VERIFIED
doc_0071,ADDRESS_PROOF,per_0037,PERSON,per_0037_ADDRESS_PROOF_49.pdf,2024-11-10,1,VERIFIED
doc_0072,PASSPORT,per_0012,PERSON,per_0012_PASSPORT_226.pdf,2026-07-30,1,VERIFIED
doc_0073,KYC_FORM,per_0018,PERSON,per_0018_KYC_FORM_439.pdf,2024-09-04,1,PENDING
doc_0074,CERTIFICATE_OF_INCORPORATION,per_0005,PERSON,per_0005_CERTIFICATE_OF_INCORPORATION_330.pdf,2025-03-15,1,VERIFIED
doc_0075,KYC_FORM,cmp_0022,COMPANY,cmp_0022_KYC_FORM_896.pdf,2024-10-10,0,VERIFIED
doc_0076,TIN,per_0055,PERSON,per_0055_TIN_814.pdf,2023-10-06,1,VERIFIED
doc_0077,BOARD_RESOLUTION,cmp_0038,COMPANY,cmp_0038_BOARD_RESOLUTION_640.pdf,2023-11-15,1,VERIFIED
doc_0078,ADDRESS_PROOF,cmp_0020,COMPANY,cmp_0020_ADDRESS_PROOF_245.pdf,2022-11-30,1,VERIFIED
doc_0079,ADDRESS_PROOF,per_0021,PERSON,per_0021_ADDRESS_PROOF_595.pdf,2022-12-28,1,FAILED
doc_0080,PASSPORT,cmp_0007,COMPANY,cmp_0007_PASSPORT_956.pdf,2025-02-11,0,PENDING
doc_0081,BOARD_RESOLUTION,per_0044,PERSON,per_0044_BOARD_RESOLUTION_493.pdf,2025-07-21,1,VERIFIED
doc_0082,PASSPORT,per_0045,PERSON,per_0045_PASSPORT_476.pdf,2025-12-06,1,VERIFIED
doc_0083,KYC_FORM,cmp_0005,COMPANY,cmp_0005_KYC_FORM_220.pdf,2022-10-07,1,VERIFIED
doc_0084,KYC_FORM,cmp_0038,COMPANY,cmp_0038_KYC_FORM_156.pdf,2025-09-08,0,VERIFIED
doc_0085,TIN,per_0033,PERSON,per_0033_TIN_411.pdf,2023-12-16,1,VERIFIED
doc_0086,TRUST_DEED,per_0016,PERSON,per_0016_TRUST_DEED_231.pdf,2024-05-06,1,VERIFIED
doc_0087,TIN,per_0026,PERSON,per_0026_TIN_218.pdf,2025-02-25,1,PENDING
doc_0088,TRUST_DEED,per_0002,PERSON,per_0002_TRUST_DEED_323.pdf,2025-09-05,1,VERIFIED
doc_0089,TRUST_DEED,cmp_0002,COMPANY,cmp_0002_TRUST_DEED_979.pdf,2024-12-02,1,VERIFIED
doc_0090,BOARD_RESOLUTION,cmp_0005,COMPANY,cmp_0005_BOARD_RESOLUTION_414.pdf,2026-07-20,0,PENDING
doc_0091,TIN,per_0018,PERSON,per_0018_TIN_801.pdf,2023-11-08,1,VERIFIED
doc_0092,PAN,trs_0002,TRUST,trs_0002_PAN_750.pdf,2023-12-22,1,VERIFIED
doc_0093,PASSPORT,per_0035,PERSON,per_0035_PASSPORT_781.pdf,2026-02-19,0,VERIFIED
doc_0094,CERTIFICATE_OF_INCORPORATION,per_0016,PERSON,per_0016_CERTIFICATE_OF_INCORPORATION_926.pdf,2024-10-19,1,VERIFIED
doc_0095,ADDRESS_PROOF,cmp_0031,COMPANY,cmp_0031_ADDRESS_PROOF_622.pdf,2025-11-10,0,PENDING
doc_0096,TRUST_DEED,per_0053,PERSON,per_0053_TRUST_DEED_851.pdf,2022-11-17,1,VERIFIED
doc_0097,BOARD_RESOLUTION,per_0048,PERSON,per_0048_BOARD_RESOLUTION_371.pdf,2023-04-08,0,VERIFIED
doc_0098,BOARD_RESOLUTION,cmp_0001,COMPANY,cmp_0001_BOARD_RESOLUTION_699.pdf,2023-04-25,1,VERIFIED
doc_0099,ADDRESS_PROOF,per_0054,PERSON,per_0054_ADDRESS_PROOF_137.pdf,2022-12-17,1,PENDING
doc_0100,TRUST_DEED,cmp_0017,COMPANY,cmp_0017_TRUST_DEED_467.pdf,2023-05-11,1,PENDING
doc_0101,PASSPORT,cmp_0028,COMPANY,cmp_0028_PASSPORT_662.pdf,2023-10-09,1,VERIFIED
doc_0102,ADDRESS_PROOF,per_0006,PERSON,per_0006_ADDRESS_PROOF_623.pdf,2026-03-22,1,PENDING
doc_0103,PASSPORT,cmp_0019,COMPANY,cmp_0019_PASSPORT_943.pdf,2023-07-22,1,VERIFIED
doc_0104,TRUST_DEED,per_0046,PERSON,per_0046_TRUST_DEED_785.pdf,2023-09-07,1,VERIFIED
doc_0105,KYC_FORM,per_0012,PERSON,per_0012_KYC_FORM_595.pdf,2025-04-21,1,VERIFIED
doc_0106,TRUST_DEED,per_0002,PERSON,per_0002_TRUST_DEED_571.pdf,2026-06-05,0,VERIFIED
doc_0107,PAN,trs_0001,TRUST,trs_0001_PAN_22.pdf,2025-03-13,1,VERIFIED
doc_0108,PASSPORT,per_0039,PERSON,per_0039_PASSPORT_768.pdf,2023-04-11,1,PENDING
doc_0109,TRUST_DEED,cmp_0010,COMPANY,cmp_0010_TRUST_DEED_692.pdf,2024-02-07,0,VERIFIED
doc_0110,PASSPORT,per_0032,PERSON,per_0032_PASSPORT_964.pdf,2025-04-29,1,VERIFIED
doc_0111,TRUST_DEED,per_0041,PERSON,per_0041_TRUST_DEED_122.pdf,2023-10-02,0,VERIFIED
doc_0112,TRUST_DEED,cmp_0036,COMPANY,cmp_0036_TRUST_DEED_151.pdf,2024-07-22,1,VERIFIED
doc_0113,PAN,trs_0005,TRUST,trs_0005_PAN_573.pdf,2025-10-03,1,VERIFIED
doc_0114,KYC_FORM,cmp_0003,COMPANY,cmp_0003_KYC_FORM_183.pdf,2026-04-14,1,PENDING
doc_0115,PAN,cmp_0036,COMPANY,cmp_0036_PAN_645.pdf,2023-08-18,0,PENDING
doc_0116,PAN,per_0011,PERSON,per_0011_PAN_351.pdf,2023-10-10,1,VERIFIED
doc_0117,PAN,per_0008,PERSON,per_0008_PAN_364.pdf,2023-01-27,1,VERIFIED
doc_0118,CERTIFICATE_OF_INCORPORATION,per_0016,PERSON,per_0016_CERTIFICATE_OF_INCORPORATION_282.pdf,2026-06-19,1,VERIFIED
doc_0119,PASSPORT,cmp_0008,COMPANY,cmp_0008_PASSPORT_747.pdf,2024-12-09,1,VERIFIED
doc_0120,ADDRESS_PROOF,per_0005,PERSON,per_0005_ADDRESS_PROOF_95.pdf,2026-04-10,1,PENDING
doc_0121,BOARD_RESOLUTION,per_0040,PERSON,per_0040_BOARD_RESOLUTION_484.pdf,2025-01-24,1,VERIFIED
doc_0122,PAN,cmp_0035,COMPANY,cmp_0035_PAN_495.pdf,2024-04-10,1,VERIFIED
doc_0123,PASSPORT,per_0058,PERSON,per_0058_PASSPORT_404.pdf,2024-12-31,1,VERIFIED
doc_0124,TRUST_DEED,trs_0005,TRUST,trs_0005_TRUST_DEED_523.pdf,2025-09-29,1,VERIFIED
doc_0125,BOARD_RESOLUTION,per_0027,PERSON,per_0027_BOARD_RESOLUTION_237.pdf,2025-05-13,1,VERIFIED
doc_0126,KYC_FORM,per_0024,PERSON,per_0024_KYC_FORM_499.pdf,2022-08-29,1,VERIFIED
doc_0127,PAN,per_0032,PERSON,per_0032_PAN_131.pdf,2024-01-31,0,VERIFIED
doc_0128,BOARD_RESOLUTION,per_0015,PERSON,per_0015_BOARD_RESOLUTION_942.pdf,2024-02-13,0,VERIFIED
doc_0129,PASSPORT,cmp_0035,COMPANY,cmp_0035_PASSPORT_73.pdf,2022-10-03,0,FAILED
doc_0130,TRUST_DEED,cmp_0014,COMPANY,cmp_0014_TRUST_DEED_929.pdf,2024-07-22,1,FAILED
doc_0131,KYC_FORM,cmp_0001,COMPANY,cmp_0001_KYC_FORM_493.pdf,2025-12-07,1,VERIFIED
doc_0132,BOARD_RESOLUTION,cmp_0039,COMPANY,cmp_0039_BOARD_RESOLUTION_359.pdf,2023-02-10,0,VERIFIED
doc_0133,CERTIFICATE_OF_INCORPORATION,per_0050,PERSON,per_0050_CERTIFICATE_OF_INCORPORATION_364.pdf,2026-05-02,0,VERIFIED
doc_0134,BOARD_RESOLUTION,per_0001,PERSON,per_0001_BOARD_RESOLUTION_614.pdf,2025-07-26,0,VERIFIED
doc_0135,PASSPORT,cmp_0037,COMPANY,cmp_0037_PASSPORT_264.pdf,2025-05-24,1,VERIFIED
doc_0136,PAN,per_0047,PERSON,per_0047_PAN_782.pdf,2025-01-13,0,PENDING
doc_0137,TIN,cmp_0035,COMPANY,cmp_0035_TIN_996.pdf,2025-07-16,1,VERIFIED
doc_0138,CERTIFICATE_OF_INCORPORATION,per_0015,PERSON,per_0015_CERTIFICATE_OF_INCORPORATION_874.pdf,2023-01-13,1,VERIFIED
doc_0139,ADDRESS_PROOF,per_0046,PERSON,per_0046_ADDRESS_PROOF_483.pdf,2023-04-04,1,VERIFIED
doc_0140,TIN,per_0029,PERSON,per_0029_TIN_460.pdf,2022-08-28,1,VERIFIED
doc_0141,TIN,cmp_0013,COMPANY,cmp_0013_TIN_829.pdf,2024-03-01,1,VERIFIED
doc_0142,CERTIFICATE_OF_INCORPORATION,per_0014,PERSON,per_0014_CERTIFICATE_OF_INCORPORATION_911.pdf,2026-01-07,0,VERIFIED
doc_0143,CERTIFICATE_OF_INCORPORATION,per_0037,PERSON,per_0037_CERTIFICATE_OF_INCORPORATION_248.pdf,2026-06-18,1,VERIFIED
doc_0144,PAN,per_0051,PERSON,per_0051_PAN_565.pdf,2023-11-01,1,VERIFIED
doc_0145,ADDRESS_PROOF,per_0002,PERSON,per_0002_ADDRESS_PROOF_524.pdf,2024-04-27,1,VERIFIED
doc_0146,PASSPORT,cmp_0013,COMPANY,cmp_0013_PASSPORT_278.pdf,2025-08-23,0,VERIFIED
doc_0147,CERTIFICATE_OF_INCORPORATION,per_0051,PERSON,per_0051_CERTIFICATE_OF_INCORPORATION_399.pdf,2024-11-17,1,FAILED
doc_0148,PAN,per_0052,PERSON,per_0052_PAN_755.pdf,2022-12-15,1,VERIFIED
doc_0149,TIN,per_0017,PERSON,per_0017_TIN_527.pdf,2023-01-01,1,VERIFIED
doc_0150,PAN,cmp_0034,COMPANY,cmp_0034_PAN_889.pdf,2023-09-19,1,VERIFIED
